,YID,label
4763,3nHq8reWeCo,Happy
4764,AEoe1lC0Tn4,Scary
4766,pZF_FsSF_vM,Angry
4768,hXB9q7iiJA4,Scary
4770,XcNDbpeD3ws,Scary
4771,H_TlxDzUxto,Angry
4775,GvA_uTkQu2g,Angry
4776,_Ne8mHmq5eg,Sad
4777,JAraORwrDiA,Funny
4778,AVKUQMjH2YU,Sad
4780,6486pO6dOkk,Scary
4782,HZ6kI55NIdw,Happy
4783,IBYx7ln-zgU,Funny
4786,oicxFf_PuCw,Scary
4787,0tdCw8-APIY,Sad
4788,To5eZ09vxcU,Sad
4793,-P4QbruyEX8,Angry
4794,PQySqy3CLl8,Sad
4795,mm3WbmBPP88,Angry
4796,5eA6UulW9qM,Happy
4797,L1dwXnLMvnQ,Angry
4798,AoBk-XS6ZoY,Scary
4799,AaCK16pRupE,Sad
4802,9HZUWHYPb7E,Scary
4803,7Iex3Z3nXis,Scary
4805,uon7xdic8wQ,Angry
4807,05sUNPpj5ps,Happy
4810,4E67wk9tIuQ,Scary
4811,11cJY789OqQ,Happy
4812,QczKrqWANH0,Happy
4815,RNG6v9eAtT4,Scary
4817,CVK54kKhx-I,Funny
4819,7exl9UYd_p8,Scary
4821,A2uLMVRAv2s,Sad
4823,eagwMgFwKkE,Funny
4826,s11DngslmJo,Sad
4829,SlaTODvnJDQ,Scary
4830,wXhTnlnn21Y,Happy
4831,IpZVroasVWY,Angry
4832,13kUA5OdD28,Funny
4833,fdHOplBTMEU,Scary
4834,9fBvwuiWVHw,Sad
4835,wufejhL-Q5s,Happy
4837,9eG7sjFAlIQ,Sad
4838,-dcYVLZm2Ng,Happy
4839,R2P_QL_VjFI,Funny
4840,jTa-Jjh6bdg,Sad
4842,m4-X6U19ycc,Scary
4843,gmAro0anOFY,Scary
4844,rOv30JrTdJU,Happy
4845,gVl0WkNIYPc,Sad
4846,dsibOgkezN8,Sad
4849,2Nzswk-DtSI,Sad
4850,rilPXpYicVw,Scary
4852,rlpjRrqh_CU,Angry
4855,VoFK8gdwe-A,Sad
4856,sUJHpdGkx8s,Funny
4858,5DK06pWPz2k,Happy
4860,1yQitVlIiIo,Sad
4863,8SVFA_D8q-A,Funny
4865,hpWnG1GTJIE,Scary
4866,qFJvrg_6MVY,Sad
4869,L0c8ii8ZBGA,Angry
4871,G03TnYTwbo4,Scary
4872,lY4w7Gd3Jo4,Scary
4873,qn5-AtF5rfM,Scary
4874,2GOnQ8zZ7sw,Angry
4875,-yN2YQb6t1Q,Scary
4878,B3q2wHpzhoM,Scary
4879,aZR1qdn5TGg,Sad
4880,yAaaSFBTlsw,Angry
4882,91tizga1QGE,Happy
4883,nJHPdN2hpHs,Happy
4884,AKI0VrXEDww,Happy
4886,xidnpIgkvCk,Scary
4888,vbD5RwyHWmg,Happy
4890,uijmP615A4k,Happy
4895,DpAfyjjQJyk,Scary
4896,wTGPviqQDU8,Angry
4897,XC8-cDgT6h4,Angry
4898,-h-Zp1NXYnc,Happy
4900,2M9GSksX_ho,Happy
4902,-BNOIZVOVI8,Happy
4906,lh6ACdwNlyk,Scary
4908,3sjzxyK2uL8,Scary
4909,-SCrM-xy6U4,Happy
4910,af8XbSyjdIY,Angry
4911,-_AVZhO0EBg,Happy
4913,caCXGjjHWMs,Scary
4915,8DhBG6uIdWo,Angry
4916,grEmLo8Zcfo,Scary
4917,MUSEE2zL5mM,Scary
4918,Q2A-le6G2ik,Funny
4919,p3mpWIv08lc,Scary
4920,YXDM2vxuYXA,Sad
4921,0zcnMc0_DUY,Sad
4922,0AILQVaXBW8,Scary
4925,0eEHMmMZrHk,Happy
4926,ihiAR8hmYbU,Scary
4927,-FwXeBqDc9Q,Happy
4929,SbeubwMEulU,Happy
4930,0sU8olubklA,Funny
4931,3TBSEY1FG3s,Sad
4932,VJ8DWWNn5eU,Scary
4934,0A4d7RG6fFI,Scary
4935,SKfx1wj-6QU,Happy
4936,gXzqZIoM5g8,Angry
4937,p6uMHIGAHdk,Angry
4938,7FQhWqxMKos,Scary
4939,z0tWKDxi_Ks,Happy
4940,N_Wx35sNqdM,Happy
4942,6Bv-1-aYE-M,Happy
4943,cy5GsLowglI,Angry
4944,1dAraaJdWuA,Sad
4945,ccmdQITtwtw,Happy
4946,smCSF6OrfDU,Scary
4949,Es2N-lvCkPs,Angry
4950,QhMMQd2l7ao,Sad
4951,JbNG0ZWf4Ts,Angry
4952,R6JZTSgUyig,Happy
4953,g_lz7ORVGwk,Happy
4954,AGsMCWB1tTk,Happy
4955,PMr1jArzZBw,Angry
4957,fDJuS9XqLy0,Happy
4958,48d9Et2KI2Y,Angry
4959,418D1kpAlU8,Sad
4961,afY_J-1MUlw,Funny
4962,p6VCU0sdIBU,Scary
4964,1aH8RM2XdeY,Happy
4965,Llxd9nMELj0,Sad
4966,wBozBh7BR6k,Happy
4967,iVN4iu7WYT8,Sad
4969,HC6Hv97Qqic,Funny
4970,1PSzSTilu_s,Funny
4972,8bPbdrToU_k,Funny
4973,2fPny2l-RiI,Scary
4974,-pJxmnZSglM,Happy
4977,9RyMFoPl1Zk,Happy
4978,tx_qVQGrp2k,Happy
4979,hoPnrbKOEl8,Scary
4980,goHop4AvHqo,Scary
4981,kTDvwSph_nk,Scary
4982,Yht_kfJ__sk,Scary
4984,N2bMUF8hxKg,Happy
4985,mMWt0xTgsAM,Sad
4986,N0i99VyZCg8,Scary
4988,3nB463O5WAQ,Happy
4989,irDoDznoQeY,Scary
4990,acOnHTwW--M,Sad
4991,SXAjEw2c9qA,Funny
4992,40U-VYTH0tM,Sad
4993,OH_RAlsgMuo,Scary
4994,zzXUnHtUXvg,Angry
4995,HeoUAwWFKso,Sad
4997,yh6trD0v6dQ,Happy
4999,4wQ8vfYDk3Q,Sad
5000,8vybHA587lg,Happy
5001,0vTiRKNXAnE,Happy
5002,rE_FEtDlVBk,Scary
5003,-FlvaZQOr2I,Scary
5004,_ES6CzM7f2M,Funny
5005,-5NIs-eePWI,Angry
5007,7cPD7FifX7I,Scary
5008,bhjQmx-KVq8,Sad
5009,HotdF2wtFKA,Sad
5010,uHtvEgy3EAI,Happy
5011,35b6Ep9UoAo,Scary
5012,WL3oIg1LVEM,Scary
5013,6kQcdo770RM,Funny
5014,Z2X2LIelIN4,Happy
5022,9hs8uNaAH7Q,Sad
5023,H70n3MNsUcs,Sad
5024,3kLDi5J2NJQ,Happy
5025,LW73ZYGwkXE,Funny
5026,qtkoSFDjrgM,Sad
5028,TT7fLUpMsMI,Happy
5029,kxp09xIwSYM,Happy
5031,1maj_-llZHs,Happy
5032,aioXptA_KAg,Angry
5033,QINe6VTPhvM,Sad
5034,f5xsVM6KA4I,Funny
5035,81v4zh_EHQ4,Funny
5038,CdRQi0TRb-k,Scary
5039,F4etQIDn5tQ,Happy
5041,_QKElia3w0c,Happy
5043,nli6RDAWREA,Scary
5044,IJw2o_Yg00Q,Scary
5047,r_4083Xg9Dg,Scary
5048,8GtFUC7uyPU,Happy
5049,AP7K8tL1jTI,Happy
5053,FxAVRYEB2zY,Angry
5054,ZczNoq0BAQ4,Happy
5055,0xiia9r1o_E,Funny
5056,0mGnTbwRO3E,Funny
5057,WwucNlHkDeU,Happy
5058,58WXd054L4c,Happy
5060,Ay_E8o8keh0,Sad
5062,3cu5YZ12hPU,Happy
5064,IWbe-NSK6Ic,Happy
5065,Jza9Ydom1m0,Scary
5067,IUkUSpADmV8,Angry
5068,IdqdosMtmjU,Happy
5071,gWheLw7cn5Y,Happy
5072,pf0GBLB96AY,Happy
5076,NxIYxDBZhRs,Scary
5078,qUtFo8rzoiE,Scary
5079,M1xAronHXE8,Angry
5080,0Xw1Ae_4uwc,Sad
5081,3nSXLlMRxac,Angry
5082,6NuPjYsaGBY,Happy
5088,AG_hRK3Zr8U,Happy
5089,PMdBmI5E7YQ,Funny
5090,oCJfTjlgmCI,Sad
5092,GAoGADilmV8,Scary
5093,fc3DeC1YuR0,Happy
5095,JTsv_512Oy4,Scary
5098,laZgYCZRgdQ,Sad
5101,SK5On4mDCGU,Happy
5102,bt8iHoIf2mo,Sad
5104,N2f_4mM016Y,Angry
5105,vuYuMOxxgIA,Scary
5106,TUfK787OAXc,Sad
5107,UsNYquj-StQ,Sad
5109,BYXfyvGuOqQ,Sad
5110,n1_lLONyWDk,Sad
5113,x3-vSrEAVNk,Angry
5116,7rE1fvZJ-HI,Angry
5117,5Nb4A3dJJu0,Funny
5118,TGfVk-3HG3s,Funny
5120,X72--RS-V3o,Scary
5122,1YbTjkaZV7U,Happy
5124,CCsBnN1Tyhg,Happy
5125,j4uIWW75rW0,Funny
5126,hIaO7vLXzcc,Angry
5127,sfxsrFMiH4w,Angry
5128,BcoSXUTxzzY,Funny
5130,YqmjeUOgzbI,Sad
5131,GxZLMI_uKJM,Funny
5132,Rjh2IZ4Yvwg,Scary
5133,ykAYdZZgLOA,Funny
5134,eo21tZSAmSg,Scary
5135,sHZkwD_-GNs,Scary
5136,02Fdq2tyIWI,Happy
5138,rE7S4nLrThs,Scary
5140,7dliLS3re3c,Sad
5141,qx5LoyXg95A,Happy
5142,kzc7FWYugbo,Happy
5143,QwKN4ZS-KEM,Sad
5144,0rmhj_W--_Y,Happy
5145,Zt7I7JDVF84,Sad
5146,9_GsAnuu3Qk,Angry
5147,QZP_2hPaNqg,Angry
5150,QsIuqImI9QU,Sad
5152,h1TZmCUqzFo,Sad
5153,SOM7f6s37no,Scary
5154,9AGt2_DX3bc,Funny
5155,4eZsHCzOgkQ,Happy
5156,tTCdbncDby0,Angry
5157,HqS0z9TELmQ,Sad
5158,JZe1-CmMtmQ,Happy
5159,weEba4sR22M,Scary
5160,bpbAe7QVwgw,Funny
5161,jqtG-Sqtl0k,Scary
5162,YdiG3v8sAQE,Scary
5163,7T7OYqG4mZM,Funny
5164,U6xOVNXr9Iw,Happy
5165,rgWuDKF7pWA,Angry
5166,XGsNxO1tlJg,Sad
5167,XF00B6dJWJI,Angry
5169,ZwQaGIyjfwg,Sad
5170,U0gYoGMf3Ps,Scary
5171,8LeYBeSfWFM,Funny
5173,K5IH0XyVFwM,Sad
5174,1pYyhyXyirA,Scary
5175,fdLqzTm57zA,Sad
5176,NONrUyNwXDY,Sad
5177,15n9N1ynPVA,Sad
5178,oCmjyGCfEAE,Scary
5179,--lNhjdnZTk,Scary
5184,U-nGfFltvO4,Funny
5186,Sd8DzguxOYs,Angry
5187,g9_NKlIAEn0,Funny
5188,rUaelT-sjD8,Sad
5189,yYXXsNiwdOk,Scary
5190,qZQjJxMSOUU,Scary
5191,OJisfs59J2s,Sad
5192,ZBblX9zcCos,Scary
5193,PoJDYxzz_5c,Angry
5195,2hFG-K8FUlA,Scary
5198,0bV3_9--5PM,Funny
5199,BrYQGK7JyBE,Angry
5201,PvthKsWBhgk,Sad
5202,b7KfZK0q8Sw,Scary
5203,0WmHby5gfSo,Funny
5204,uF1OQPUFzNw,Scary
5205,N-mNJanD9oE,Scary
5206,89oSHESLSTU,Happy
5208,0X17eSTRvds,Happy
5210,W-3V83pYQXU,Funny
5211,ogj_P4-KKD8,Scary
5213,8hiupwmBaik,Scary
5214,2-r5744yNZQ,Happy
5215,DdVb5ked5HA,Angry
5216,vszWeBYoTIs,Sad
5218,1blSbM7EF5U,Sad
5221,4wYVpwTMWsk,Funny
5223,phYdjcCT-Dk,Funny
5224,XXLatbzK51Q,Scary
5226,uyjGUcduRP4,Funny
5227,fmHbWq-7-iQ,Angry
5229,Dk7ziLlNfeM,Angry
5230,SwC3bPcgE3k,Happy
5231,M2GXs4mMy_k,Sad
5234,f7OlEL2TeBo,Angry
5236,FsWTvIMwDpg,Funny
5237,-GiO2nKAsEQ,Sad
5238,Mar0bYf1RPw,Scary
5239,-ZkXvLSnLCQ,Scary
5240,aCODELsMjGA,Angry
5242,ZDCWSFxTXEE,Funny
5245,PjS495GS3do,Angry
5247,z63ZQVQqAnY,Scary
5249,1A_B63UjBnY,Sad
5250,EROb4yru1BY,Sad
5251,sz35dHNozi4,Sad
5252,CaHJkoWCEPk,Funny
5253,XtwIP7K6pLw,Sad
5256,r9Awf8N03Xw,Scary
5260,ldwyaxx8xFk,Funny
5262,mzav_Wtzi1s,Sad
5265,9TMq9pZOzZE,Scary
5266,jDoJlpXNyT4,Angry
5267,nz467qNpMZ4,Happy
5268,AUFZUtkJTC8,Sad
5270,7Dyu4LLMn9Y,Scary
5271,gtt45EnWY_I,Angry
5274,zD3UJPbIMYw,Scary
5276,Vx_vqfpRdUU,Sad
5278,27Ze71kya_4,Funny
5279,PwmYpTae_GQ,Scary
5281,warSmmyyevU,Funny
5282,eGRrl0xfxEk,Scary
5283,tMmkNalhknQ,Sad
5285,9OPbewA_yk4,Angry
5287,mk36eWEtQQk,Angry
5288,1OzsQk7nBOM,Happy
5289,5y_bpI3A8Dc,Angry
5291,JRzeh876mW8,Angry
5292,rQIsPXX9PP8,Sad
5293,JXh9SFjItZo,Sad
5294,d3mfsz0h9Sk,Sad
5296,e3jpL57T63o,Funny
5297,3C2vG-4GVsE,Sad
5298,BbtO8jVV6Zo,Angry
5299,0icGe1RbyHM,Happy
5300,4pk6_9X4uK8,Angry
5302,FuOS62bzmcc,Angry
5303,yl_i-GkAW6I,Sad
5305,CiAUdhej-Aw,Happy
5307,9rl1jtmUkGY,Funny
5308,qcy1bQizxYs,Sad
5309,_AbxHYDqyoE,Scary
5310,xEIJKlCB7bc,Scary
5312,uT-S_JC_GzU,Funny
5313,d5LTwh0XjtY,Sad
5314,hNKTrKk4hZs,Scary
5321,rsl2rOvUHRI,Sad
5322,GzTPZ7nfJZk,Funny
5323,0MqfAFcX-c4,Happy
5325,ML2A-lgTmtM,Scary
5326,pvG1w0krpMk,Scary
5327,SnMqtDlGQCk,Sad
5328,0THnSJv5ve8,Sad
5331,QMIwSUoSpZU,Scary
5332,c8hWSzsg_2E,Sad
5334,iybJCHMT3jg,Scary
5335,3HXtvy9aYGc,Angry
5337,k-J2-Ou1Fm8,Scary
5338,9j9rJBXoYVg,Funny
5339,cEhCy9UdXjQ,Angry
5341,Y-4Nc84uEK8,Sad
5343,sNI1d8fEhqc,Scary
5348,58nn-qiqhVk,Sad
5349,8MrDrw-nrBg,Funny
5350,pnCLFDoKgqc,Sad
5351,yMfYKHHpZhw,Scary
5352,CT5eTZwM0bw,Scary
5354,FNjTPrKudow,Happy
5356,USGQS94Ijso,Scary
5360,BgbBfSEml2Y,Happy
5361,UYb8aMSkk-o,Happy
5362,9dIFQBBhSWc,Angry
5363,coceFo-kggA,Happy
5364,FOqMqjtPM4o,Happy
5368,zhkwhTrP5HI,Scary
5369,kfJVbF6NOoQ,Sad
5370,BHzaSysmOoE,Scary
5371,reT5gd6R9jA,Scary
5372,5ugtXFzFUUQ,Happy
5373,2sEpabIflrE,Funny
5374,SG5ZlGDxmPI,Happy
5378,A4Zwrfa4Sj8,Angry
5381,o0luNugLM7Q,Happy
5382,_sY90m1v_Xs,Scary
5383,DhcEJOd5DeU,Sad
5387,JqNU7UdhBHQ,Happy
5390,jRNwsD7uWqc,Funny
5393,UAkm23smic8,Funny
5394,tkAKXK7iy3k,Happy
5395,e6A4h6dHILM,Happy
5397,1r90c3lU_fg,Happy
5398,_NiVbyolkxQ,Funny
5399,3PIaAGMD3w8,Happy
5401,i2e2woZT6-s,Sad
5402,XqrpANUF4no,Funny
5403,-cwspuRgRHw,Angry
5404,jo8zFBB1_uo,Scary
5405,-xMnmAwuupg,Happy
5407,wXSjAAsUz3I,Angry
5410,-ywG_1IPcJ4,Sad
5412,3wvAFy7Ntmw,Angry
5413,PVSxHSujzOw,Happy
5415,f4HTBfftEQ8,Sad
5416,p1XGtuF8uDg,Sad
5419,MnSWapOZ_So,Funny
5420,QgdPon8_IuI,Sad
5421,wCb8KrZLgJU,Funny
5422,kGUpBMB1i_Y,Funny
5423,tyZ3FUdPGmo,Sad
5427,SvkA5godfXo,Scary
5428,mKuaqOvinXg,Sad
5433,-QtL0saYKXQ,Happy
5434,eMqfSWFy_yo,Scary
5435,X1uxpfV98y0,Funny
5436,4FZdmGHwpfY,Funny
5438,LUTZH2KK_1s,Funny
5439,w7tXnz55eNY,Scary
5440,I5yqOc2-evE,Happy
5442,5weHMBBnnAU,Angry
5445,DPua_Uvt8Yw,Angry
5447,AVvy_eA3Hos,Angry
5449,oMhI1EnYae4,Sad
5450,sC7T0sEG6ek,Angry
5453,9tlkNW09ckA,Funny
5454,pSPpS0o8DCQ,Angry
5457,tKaYtCN7Vqs,Angry
5459,8rruHcQyNYE,Funny
5460,wwvmzlEy61Y,Happy
5461,XRf4BrAVTQA,Scary
5462,aUUocaSzsnA,Angry
5464,3W3c2tddRlU,Scary
5465,tOnjlUzqSC4,Sad
5466,1RK0sU-qtEg,Sad
5468,0Zsggp9luKM,Funny
5469,-o8ii7IWtuo,Happy
5470,A5QR09oKBh4,Angry
5471,GT5GeKmNvcQ,Scary
5473,l8Rjq4v19AU,Happy
5474,Y4UBTO5jWTE,Happy
5475,9PkobzHOaRk,Angry
5476,mYa34A6c7-Y,Angry
5477,jkI4CTfp07g,Sad
5478,ZA03M_OPpv0,Sad
5479,hv06B1uHYfw,Sad
5480,7HhslG0YmSw,Happy
5482,-JdOWIcRmLI,Scary
5483,Hr4FWdsChgs,Angry
5486,owr3zPnxO64,Funny
5488,yR5YzF4zeqE,Sad
5489,BQODbXg9_cA,Scary
5490,EG3awBgNE34,Scary
5491,eayFgYsDZ74,Angry
5492,hWiAoE4u4y8,Angry
5493,1WlvXneu6oY,Sad
5494,WnEZURGS_6s,Happy
5496,r1W1z_31Obw,Happy
5497,jf4U4ipeS9U,Happy
5498,3UKVeVUdZkk,Happy
5499,8Aprn3h7bp8,Sad
5500,iwfXZMUx7is,Sad
5501,hrXCvaVZEuY,Sad
5504,LBzWOtCtOeM,Angry
5506,0a9VVw7mEz0,Angry
5508,cn-SilfYLZo,Scary
5509,bcD0HyJT8Yc,Scary
5511,UUEG0hZR0J0,Angry
5512,82dsNULbmFs,Sad
5513,0rNr_qnoPQ4,Happy
5514,Ny0WzcIW15E,Scary
5515,NMQ-p0r_IGo,Funny
5517,dL3o5L56UPQ,Angry
5518,5lWO8r7cX1k,Funny
5520,Rj-nrOWi0QQ,Sad
5522,9NlLzD19dDg,Sad
5523,-jm_UkE3m98,Sad
5525,4AzHvXdKkFE,Angry
5526,m7LwkS4RTok,Angry
5527,V9ehbVxHqjE,Happy
5528,-qmy6nmFLDo,Scary
5530,B7aDT6-hyXM,Funny
5532,xhIs6KDX2Mc,Funny
5535,Z7l9rEbdG2Q,Scary
5537,zg3p32vs6Jo,Angry
5539,SCO6bQIgy7g,Angry
5540,-7QDWjiBoWs,Angry
5541,eQXE6iwE3ZQ,Sad
5542,OiM1Kxed-2I,Scary
5544,ZmChKpGv6qs,Angry
5545,bfUbFnKJTjc,Angry
5547,KqqNKzi111A,Funny
5548,HmvKHKcbAbY,Sad
5550,MSqQKf3O3vY,Funny
5551,7atk6QXYLs0,Angry
5553,l_ApV2CbsSM,Angry
5554,o2P6XM-91cw,Scary
5555,f6gW8lcSssk,Funny
5557,Cqy6ns5yS-I,Sad
5558,L0UGxjUrjqQ,Angry
5559,-f6s6kQEHFY,Sad
5562,HLnEcUwE8t8,Funny
5563,Xaw27qERja4,Funny
5565,oN60jeBwbiw,Scary
5566,RGJSdXZzfmk,Angry
5567,Jlj9cQf3pFw,Funny
5569,OhcMigyIKZs,Funny
5570,1GrO_CXshDE,Happy
5572,1WTu2xaXgnQ,Angry
5573,ZWBlfPsK5Cc,Scary
5575,aQ5UFlvqQ7k,Sad
5576,RlcIJsgtU58,Sad
5578,ZYayzrSj-L0,Sad
5579,BdZulV3RKj4,Scary
5580,3mFhIMY4bt0,Happy
5581,Obzx82FMtwY,Angry
5583,sM2rpML7OJM,Happy
5584,ZNCBeFLszlU,Sad
5585,lN8Wy-4E1so,Angry
5586,3P8thOoDr8c,Scary
5588,6rSm7NMR2TQ,Happy
5589,-CZznZ2DEBw,Sad
5594,dxnaex9vbB8,Happy
5595,Br4y7Nol5EQ,Funny
5596,jXjxy5igSSE,Scary
5598,yHoTxIoot9s,Happy
5599,32ad3pb-RPQ,Happy
5602,-cZTefPjlhs,Funny
5604,qrSsw9mMDus,Funny
5605,3YRdiY61X78,Sad
5606,TiOBlG-R1Y4,Angry
5607,2coWcQj8tnk,Sad
5609,2BB3XnDZKmQ,Sad
5610,_aq1zpAX2-M,Happy
5612,u94bxfOLCNU,Happy
5613,1Y5QQpq1owA,Sad
5615,9piLf5SXqEk,Scary
5616,Jf-OIoUHFsM,Sad
5617,y0mL077ohLc,Happy
5621,4Ti0rrsko9k,Funny
5622,Y-fTjYhip3U,Scary
5624,UVYsfPDW3eM,Happy
5625,0L1547nRvBs,Sad
5627,uXwM4SgltCg,Scary
5628,R21-UVsjvPQ,Sad
5629,0lIETNZ_7sg,Happy
5630,QXO23RQab_Q,Scary
5633,xFKWrFsSj1g,Angry
5634,hnM8qJJkSgs,Angry
5635,FkBhho_vWZs,Scary
5636,Zkq8pQnB1Kg,Funny
5637,zkEyoK_utSQ,Scary
5641,NuKR4g0WPUs,Funny
5642,6tJgrIQHkw8,Angry
5643,jFg6iOcuEjo,Angry
5647,3zwAlHgAoZg,Angry
5648,twqvqgfauSw,Sad
5649,vhNb7FdNvns,Sad
5652,U3EgchtIn3k,Happy
5654,4hiipx0WOLM,Scary
5655,f8DF-fZiJuI,Funny
5658,poG1vPQQF6E,Sad
5660,zNUJNShMyy8,Sad
5661,-mA_bqD1tgU,Happy
5663,1RaCRRULdSk,Scary
5666,-EQEhZumxyc,Happy
5669,_JAwtH9WNSI,Funny
5670,_upyK5s4e_s,Scary
5671,-0C_uWbok5w,Sad
5673,4JjcmAUXI4k,Scary
5674,BBm-MGiAgbw,Angry
5676,szWQPoOH2Rw,Angry
5678,lWS-To7YbEk,Sad
5679,eWZNn0aerXQ,Scary
5680,M6tgTQNTDP8,Sad
5681,m-aZKBXcDoE,Scary
5683,IWRSa3pXxOI,Scary
5685,lW3fYdC5dBg,Funny
5689,wbxVVeeFFSI,Scary
5690,8rKsj6UZ8zQ,Happy
5691,E2gstPe3Im4,Scary
5693,IM76Pii2Mio,Angry
5694,pCiBC_pw69g,Angry
5695,SdspgcduzUM,Scary
5696,ddh7ZpNjGTY,Angry
5699,p30TKcqUykI,Funny
5702,VUlmcbOxxOY,Happy
5705,dN4J0xCN_dk,Sad
5706,-2R4R8Cp8zg,Funny
5707,CwdS1PyKq5U,Happy
5709,1-WelYMFgQk,Sad
5710,5bQKK8DaMTY,Sad
5711,0vm7UpkSOnk,Happy
5712,_4bC7NCVc6w,Happy
5714,8ClAThpl0aE,Angry
5715,MWRUNTLisPo,Scary
5716,tVzUFmSmszc,Happy
5717,Kqfv06qw578,Scary
5718,11abuzJzUkA,Happy
5725,0dLqhKfGrVU,Happy
5726,-arIh-3zD6c,Scary
5728,sDLwdelO5dQ,Happy
5729,zFP_m_Le6NI,Happy
5730,WimE7mISLGg,Scary
5733,0LJlj_q_-Bo,Sad
5734,Y8PV4aP09ao,Sad
5738,y68jjdgD7uY,Scary
5741,Y-UtGIMXwOI,Happy
5742,BfmS2SJPnc0,Scary
5743,2YOLb7RjsKw,Happy
5744,UGnOi_ekR6U,Funny
5746,0fc_rwRZICk,Funny
5749,Rxlli2EhB9I,Angry
5750,HtJSOAQArmU,Angry
5752,jfxTOlXF3Kk,Scary
5754,bfc4hLEDMhg,Scary
5755,s-IGLD31H1s,Funny
5756,H4MVn0xh95c,Scary
5757,3PuzzYmTDA4,Sad
5758,npvGG_QwERU,Funny
5759,EZ0aqvnj3Mk,Funny
5762,eXMcFFfTdh0,Happy
5763,t4fDiJTFFp0,Sad
5764,m4hCySr84o8,Happy
5765,tTA3KvDJpdI,Angry
5766,3jtChFFl9Wo,Happy
5769,b__sfzsrfok,Scary
5770,SkzZsF-zuFQ,Angry
5774,hLpQZIGTgao,Angry
5775,3VEMHWnewuc,Happy
5779,thi5c7YNAs8,Sad
5780,gqfr2AQBIbo,Funny
5781,uNS4RKE5-nA,Funny
5784,BaEhw6c1LAw,Sad
5785,KyjIbohqnLI,Angry
5786,2QrQkRcbzJo,Scary
5787,-M8cbhWDaO8,Sad
5790,Mpia_xYi6WQ,Angry
5791,A88gfSY_h0U,Funny
5793,DgVpK6r7JT4,Scary
5794,aYnvYQJ_CW0,Funny
5796,jVZoD-z_gaY,Scary
5800,SDjBSIQ5UsY,Funny
5801,cK8SSiRlufs,Happy
5802,9ZSoIltEf3s,Scary
5805,jw_K4n_IKq4,Angry
5807,0d3KoIEEMa0,Happy
5809,zc7iKQ-w8rQ,Sad
5812,9G7wuQf_Gkg,Angry
5814,1shM_2uPJMU,Scary
5815,yVE8K6CNNnI,Angry
5817,jiQACCe1Jdc,Sad
5818,j7Js756aazg,Scary
5819,cpjply2urhg,Scary
5820,p6Ei2R6o9FU,Happy
5823,FLtSrbVF-CU,Angry
5824,73uy-eXF6pA,Sad
5826,WNmAlKrAPjQ,Sad
5827,hoXeUgb3RLU,Scary
5831,IaxtzHOVt6E,Happy
5833,So5m0PuhWzY,Happy
5836,TztcvYQWfzY,Funny
5837,W7i4LkdSfjw,Angry
5838,_Kf-U0DyQac,Funny
5841,WGYHoYBkIs8,Scary
5842,h9U201lbhyk,Angry
5845,uKr94JZDndw,Scary
5846,fomUXOGN0Xc,Sad
5850,-EAOKDazXGQ,Happy
5852,Fi_mywtIUBc,Angry
5854,t_7xbtgZyno,Funny
5855,BUUmF7arj8M,Sad
5857,03u9laE3pqI,Happy
5861,gPPL0Wy_TEs,Sad
5864,blYYW-EUGDA,Funny
5865,-ixJaWvAkSw,Sad
5866,jotG9If1vfA,Happy
5867,I3yNBKXb9Bs,Sad
5871,y48Vasg7HDo,Angry
5872,36nGsCFR-gE,Sad
5873,60LWHla0-gs,Sad
5874,9PI96M-NqL0,Scary
5875,IrB-UJG2b2g,Happy
5877,B2dIRR9cnvg,Funny
5878,GPPBTzk1ppA,Happy
5879,aXcM_SdQ2l4,Happy
5881,1NQYEK3qPGg,Happy
5882,0Je5okJ5So8,Sad
5883,TeL9ajwY9zI,Scary
5884,9NOrMgAQlAs,Happy
5886,e2tZmQI8ICw,Happy
5887,YcKT5Evlj-E,Funny
5889,oO36CKoDN8w,Scary
5890,cJXcmhb7jI8,Happy
5892,8O_72Bz1NZg,Sad
5893,gEDSTM4ooIM,Angry
5894,BJiKkbwVvv4,Scary
5895,6xfD4knvcpM,Scary
5898,YdABGh5ffWY,Scary
5900,4uY0_3p87lg,Sad
5901,qN71s5AbVMo,Happy
5902,l8tGyHcMIi4,Angry
5903,W9hRblYWZOM,Funny
5904,8tKExE4WiGA,Angry
5906,aoakbjMhxe0,Scary
5908,D8ueJrXBA80,Angry
5909,09UYpcFQRVo,Funny
5912,OEqWtWdqZ2M,Angry
5913,71QrBOkCOeo,Sad
5914,1qtusLvP1fk,Sad
5915,r2zUQYxZTlc,Sad
5917,BIbhjXV07VA,Angry
5919,Mjutm33QgHM,Happy
5920,h2CHg9r2Lc4,Happy
5921,6XmPP6xeVoI,Sad
5923,1l4VbLYZmjQ,Funny
5924,mdW1yrNSWAw,Happy
5925,PQAevxuIJ_0,Sad
5926,mKeojGnVjMI,Sad
5931,5RugptvDFlw,Happy
5932,ImzLIs06Wxw,Sad
5933,nXoiNF_Mc_g,Angry
5934,no_pmDYm2Po,Scary
5935,75s60rZVIY8,Happy
5937,Ym9HuYq_Z9A,Scary
5938,vkwIGoGxPoY,Happy
5939,2tCGViScdpE,Scary
5940,8IbGLh7x7rs,Happy
5941,8JLwjQRhND0,Sad
5942,sJWFG_Aa6aE,Angry
5943,rj6uFlo9FP0,Happy
5944,F-nSQCevTXA,Scary
